user_id,cohort,ability_group,personality,ability,courses_completed,gpa_4,retake_credits,improvement_credits,academic_classification
1360608,13,GIOI,BINH_THUONG,8.012,55,3.269,0,0,GIOI
1368527,13,KHA,LUOI,7.482,55,2.531,0,0,TRUNG_BINH_KHA
1376446,13,TRUNG_BINH,BINH_THUONG,5.048,27,1.735,69,0,YEU
1384365,13,GIOI,BINH_THUONG,7.786,55,3.129,0,0,KHA
1392284,13,KHA,CHAM,7.214,55,3.827,0,0,XUAT_SAC
1300203,13,KHA,HOAN_CANH_KHO_KHAN,7.566,55,2.551,0,0,TRUNG_BINH_KHA
1308122,13,GIOI,BINH_THUONG,8.406,55,3.541,0,0,GIOI
1316041,13,KHA,CHAM,7.241,54,3.691,0,0,XUAT_SAC
1323960,13,GIOI,BINH_THUONG,8.196,55,3.395,0,0,GIOI
1331879,13,KHA,BINH_THUONG,7.256,55,2.827,0,0,KHA
1339798,13,KHA,CHAM,7.889,55,3.99,0,0,XUAT_SAC
1347717,13,KHA,BINH_THUONG,6.8,55,2.517,0,0,TRUNG_BINH_KHA
1355636,13,KHA,BINH_THUONG,7.56,55,2.946,0,0,KHA
1363555,13,KHA,BINH_THUONG,7.168,54,2.649,0,0,TRUNG_BINH_KHA
1371474,13,KHA,BINH_THUONG,7.008,54,2.479,0,0,TRUNG_BINH_KHA
1379393,13,KHA,BINH_THUONG,6.996,55,2.463,0,0,TRUNG_BINH_KHA
1387312,13,KHA,LUOI,7.137,54,2.399,0,0,TRUNG_BINH
1395231,13,GIOI,HOAN_CANH_KHO_KHAN,8.13,55,2.956,0,0,KHA
1303150,13,GIOI,LUOI,8.146,55,2.946,4,0,KHA
1311069,13,KHA,BINH_THUONG,7.267,55,2.517,0,0,TRUNG_BINH_KHA
1318988,13,KHA,BINH_THUONG,7.415,55,2.915,0,0,KHA
1326907,13,GIOI,CHAM,8.116,55,3.986,0,0,XUAT_SAC
1334826,13,GIOI,BINH_THUONG,7.899,55,3.235,0,0,GIOI
1342745,13,KHA,BINH_THUONG,7.441,55,2.908,0,0,KHA
1350664,13,GIOI,CHAM,8.069,55,4.0,0,0,XUAT_SAC
1358583,13,GIOI,BINH_THUONG,8.403,55,3.541,0,0,GIOI
1366502,13,KHA,LUOI,7.519,55,2.629,0,0,TRUNG_BINH_KHA
1374421,13,GIOI,CHAM,8.312,55,4.0,0,0,XUAT_SAC
1382340,13,KHA,BINH_THUONG,7.255,55,2.769,0,0,TRUNG_BINH_KHA
1390259,13,KHA,BINH_THUONG,7.442,54,2.747,0,0,TRUNG_BINH_KHA
1398178,13,KHA,BINH_THUONG,7.229,55,2.667,0,0,TRUNG_BINH_KHA
1306097,13,XUAT_SAC,BINH_THUONG,9.2,55,3.912,0,0,XUAT_SAC
1314016,13,KHA,HOAN_CANH_KHO_KHAN,7.614,55,2.68,0,0,TRUNG_BINH_KHA
1321935,13,KHA,HOAN_CANH_KHO_KHAN,7.68,55,2.609,0,0,TRUNG_BINH_KHA
1329854,13,KHA,CHAM,7.043,55,3.588,0,0,GIOI
1337773,13,DROPOUT,LUOI,3.0,0,0.0,83,0,YEU
1345692,13,KHA,CHAM,7.669,55,3.888,0,0,XUAT_SAC
1353611,13,DROPOUT,LUOI,3.0,0,0.0,86,0,YEU
1361530,13,KHA,BINH_THUONG,7.219,55,2.789,0,0,TRUNG_BINH_KHA
1369449,13,GIOI,LUOI,8.399,55,3.177,0,0,KHA
1377368,13,DROPOUT,LUOI,3.107,0,0.0,89,0,YEU
1385287,13,KHA,BINH_THUONG,7.443,55,2.803,0,0,KHA
1393206,13,DROPOUT,BINH_THUONG,3.0,0,0.0,89,0,YEU
1301125,13,KHA,BINH_THUONG,7.3,55,2.786,0,0,TRUNG_BINH_KHA
1309044,13,KHA,HOAN_CANH_KHO_KHAN,7.269,55,2.405,0,0,TRUNG_BINH_KHA
1316963,13,TRUNG_BINH,CHAM,6.056,52,2.874,31,0,KHA
1324882,13,GIOI,HOAN_CANH_KHO_KHAN,8.338,55,3.071,0,0,KHA
1332801,13,GIOI,LUOI,8.24,54,3.045,0,0,KHA
1340720,13,GIOI,BINH_THUONG,8.185,55,3.442,0,0,GIOI
1348639,13,KHA,CHAM,7.185,55,3.765,0,0,XUAT_SAC
1356558,13,KHA,BINH_THUONG,7.099,55,2.738,0,0,TRUNG_BINH_KHA
1364477,13,KHA,CHAM,7.15,54,3.67,0,0,XUAT_SAC
1372396,13,KHA,BINH_THUONG,7.158,55,2.769,0,0,TRUNG_BINH_KHA
1380315,13,KHA,BINH_THUONG,6.8,55,2.517,0,0,TRUNG_BINH_KHA
1388234,13,GIOI,CHAM,7.805,55,3.946,0,0,XUAT_SAC
1396153,13,GIOI,BINH_THUONG,8.152,55,3.415,0,0,GIOI
1304072,13,KHA,HOAN_CANH_KHO_KHAN,7.342,55,2.5,2,0,TRUNG_BINH_KHA
1311991,13,GIOI,HOAN_CANH_KHO_KHAN,8.058,55,2.946,0,0,KHA
1319910,13,GIOI,LUOI,8.55,55,3.31,0,0,GIOI
1327829,13,XUAT_SAC,BINH_THUONG,9.2,55,3.881,0,0,XUAT_SAC
1335748,13,KHA,BINH_THUONG,7.069,55,2.656,0,0,TRUNG_BINH_KHA
1343667,13,KHA,LUOI,7.622,55,2.684,4,0,TRUNG_BINH_KHA
1351586,13,GIOI,BINH_THUONG,8.408,55,3.551,0,0,GIOI
1359505,13,KHA,BINH_THUONG,7.576,55,3.017,0,0,KHA
1367424,13,GIOI,LUOI,8.197,55,3.044,0,0,KHA
1375343,13,KHA,BINH_THUONG,7.431,55,2.837,0,0,KHA
1383262,13,GIOI,LUOI,8.419,55,3.184,0,0,KHA
1391181,13,GIOI,BINH_THUONG,8.307,54,3.417,0,0,GIOI
1399100,13,KHA,BINH_THUONG,7.53,55,2.823,0,0,KHA
1307019,13,KHA,HOAN_CANH_KHO_KHAN,7.883,55,2.871,0,0,KHA
1314938,13,KHA,BINH_THUONG,7.39,55,3.007,0,0,KHA
1322857,13,XUAT_SAC,HOAN_CANH_KHO_KHAN,8.47,54,3.24,0,0,GIOI
1330776,13,KHA,HOAN_CANH_KHO_KHAN,7.783,55,2.772,0,0,TRUNG_BINH_KHA
1338695,13,KHA,BINH_THUONG,7.425,55,2.929,0,0,KHA
1346614,13,KHA,BINH_THUONG,7.168,55,2.626,0,0,TRUNG_BINH_KHA
1354533,13,DROPOUT,CHAM,3.0,3,1.5,70,0,YEU
1362452,13,KHA,BINH_THUONG,7.355,55,2.823,0,0,KHA
1370371,13,KHA,CHAM,7.256,55,3.663,0,0,XUAT_SAC
1378290,13,GIOI,CHAM,8.09,55,3.983,0,0,XUAT_SAC
1386209,13,KHA,BINH_THUONG,7.437,55,2.803,0,0,KHA
1394128,13,KHA,CHAM,7.742,55,3.942,0,0,XUAT_SAC
1302047,13,KHA,CHAM,7.159,54,3.712,0,0,XUAT_SAC
1309966,13,KHA,HOAN_CANH_KHO_KHAN,7.3,55,2.442,0,0,TRUNG_BINH_KHA
1317885,13,KHA,HOAN_CANH_KHO_KHAN,6.86,55,2.269,0,0,TRUNG_BINH
1325804,13,GIOI,BINH_THUONG,8.778,55,3.724,0,0,XUAT_SAC
1333723,13,KHA,CHAM,6.869,55,3.524,0,0,GIOI
1341642,13,GIOI,BINH_THUONG,8.233,54,3.365,0,0,GIOI
1349561,13,KHA,BINH_THUONG,7.473,55,2.932,0,0,KHA
1357480,13,KHA,BINH_THUONG,7.08,55,2.704,0,0,TRUNG_BINH_KHA
1365399,13,KHA,BINH_THUONG,7.391,55,2.915,0,0,KHA
1373318,13,KHA,LUOI,7.292,55,2.429,0,0,TRUNG_BINH_KHA
1381237,13,KHA,LUOI,7.174,55,2.405,0,0,TRUNG_BINH_KHA
1389156,13,GIOI,BINH_THUONG,8.478,55,3.429,0,0,GIOI
1397075,13,KHA,LUOI,7.479,54,2.583,4,0,TRUNG_BINH_KHA
1304994,13,KHA,BINH_THUONG,7.049,55,2.701,4,0,TRUNG_BINH_KHA
1312913,13,KHA,LUOI,7.427,55,2.677,0,0,TRUNG_BINH_KHA
1320832,13,KHA,CHAM,7.077,55,3.65,0,0,XUAT_SAC
1328751,13,KHA,LUOI,6.922,55,2.082,0,0,TRUNG_BINH
1336670,13,GIOI,BINH_THUONG,8.272,55,3.388,0,0,GIOI
1344589,13,KHA,BINH_THUONG,7.157,55,2.735,0,0,TRUNG_BINH_KHA
1352508,13,GIOI,BINH_THUONG,8.31,55,3.371,0,0,GIOI
1360427,13,GIOI,BINH_THUONG,8.126,55,3.265,0,0,GIOI
1368346,13,KHA,LUOI,7.786,55,2.724,4,0,TRUNG_BINH_KHA
1376265,13,KHA,LUOI,7.198,55,2.378,3,0,TRUNG_BINH
1384184,13,KHA,CHAM,7.36,54,3.833,0,0,XUAT_SAC
1392103,13,GIOI,BINH_THUONG,7.925,55,3.197,0,0,KHA
1300022,13,KHA,BINH_THUONG,7.465,55,2.867,0,0,KHA
1307941,13,KHA,BINH_THUONG,7.577,55,3.041,0,0,KHA
1315860,13,GIOI,LUOI,8.372,55,3.065,0,0,KHA
1323779,13,KHA,CHAM,7.055,55,3.585,0,0,GIOI
1331698,13,GIOI,BINH_THUONG,8.559,55,3.575,0,0,GIOI
1339617,13,GIOI,LUOI,8.351,55,3.075,0,0,KHA
1347536,13,KHA,CHAM,7.106,55,3.735,0,0,XUAT_SAC
1355455,13,TRUNG_BINH,BINH_THUONG,5.576,39,1.914,51,0,YEU
1363374,13,KHA,LUOI,7.43,55,2.483,1,0,TRUNG_BINH_KHA
1371293,13,KHA,BINH_THUONG,6.962,55,2.571,0,0,TRUNG_BINH_KHA
1379212,13,GIOI,CHAM,8.802,55,4.0,0,0,XUAT_SAC
1387131,13,KHA,HOAN_CANH_KHO_KHAN,7.233,55,2.374,0,0,TRUNG_BINH
1395050,13,GIOI,BINH_THUONG,8.337,55,3.435,0,0,GIOI
1302969,13,KHA,LUOI,7.518,55,2.67,4,0,TRUNG_BINH_KHA
1310888,13,KHA,CHAM,6.874,55,3.612,0,0,XUAT_SAC
1318807,13,GIOI,BINH_THUONG,8.363,54,3.417,0,0,GIOI
1326726,13,GIOI,CHAM,8.142,55,3.986,0,0,XUAT_SAC
1334645,13,GIOI,BINH_THUONG,8.544,55,3.656,0,0,XUAT_SAC
1342564,13,KHA,LUOI,7.079,55,2.272,7,0,TRUNG_BINH
1350483,13,KHA,BINH_THUONG,7.718,55,3.085,0,0,KHA
1358402,13,KHA,BINH_THUONG,7.163,55,2.861,0,0,KHA
1366321,13,KHA,BINH_THUONG,7.765,55,3.116,0,0,KHA
1374240,13,KHA,BINH_THUONG,7.066,55,2.609,0,0,TRUNG_BINH_KHA
1382159,13,GIOI,LUOI,8.254,55,3.119,0,0,KHA
1390078,13,KHA,LUOI,6.983,54,2.245,6,0,TRUNG_BINH
1397997,13,KHA,HOAN_CANH_KHO_KHAN,7.153,55,2.316,7,0,TRUNG_BINH
1305916,13,KHA,BINH_THUONG,7.145,55,2.561,0,0,TRUNG_BINH_KHA
1313835,13,KHA,BINH_THUONG,7.15,55,2.565,0,0,TRUNG_BINH_KHA
1321754,13,TRUNG_BINH,HOAN_CANH_KHO_KHAN,5.861,31,1.714,63,0,YEU
1329673,13,KHA,CHAM,7.978,55,3.969,0,0,XUAT_SAC
1337592,13,KHA,BINH_THUONG,6.888,55,2.429,3,0,TRUNG_BINH_KHA
1345511,13,KHA,LUOI,7.625,55,2.592,0,0,TRUNG_BINH_KHA
